citizen,agedef,age,unit,sex,geo\time	2016 	2015 	2014 	2013 
EXT_FOR_HDI_VH,REACH,Y80-84,NR,M,SK	0 p	1 p	0 p	1 p
EXT_FOR_HDI_VH,REACH,Y80-84,NR,T,BE	2 	1 	2 	1 
EXT_FOR_HDI_VH,REACH,Y80-84,NR,T,BG	1 p	2 p	1 p	2 p
EXT_FOR_HDI_VH,REACH,Y80-84,NR,T,CH	9 	4 	3 	8 
EXT_FOR_HDI_VH,REACH,Y80-84,NR,T,CY	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y80-84,NR,T,CZ	1 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y80-84,NR,T,DE	36 b	35 e	39 	44 
EXT_FOR_HDI_VH,REACH,Y80-84,NR,T,DK	1 	0 	3 	0 
EXT_FOR_HDI_VH,REACH,Y80-84,NR,T,EE	0 	0 b	0 	1 
EXT_FOR_HDI_VH,REACH,Y80-84,NR,T,ES	115 	79 	103 	102 
EXT_FOR_HDI_VH,REACH,Y80-84,NR,T,FI	0 	0 	1 	0 
EXT_FOR_HDI_VH,REACH,Y80-84,NR,T,FR	19 	45 	10 	19 
EXT_FOR_HDI_VH,REACH,Y80-84,NR,T,HR	1 	3 	0 	0 
EXT_FOR_HDI_VH,REACH,Y80-84,NR,T,HU	6 	1 	1 	1 
EXT_FOR_HDI_VH,REACH,Y80-84,NR,T,IS	0 	0 	0 	1 
EXT_FOR_HDI_VH,REACH,Y80-84,NR,T,IT	31 	23 	26 	46 
EXT_FOR_HDI_VH,REACH,Y80-84,NR,T,LI	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y80-84,NR,T,LT	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y80-84,NR,T,LU	0 	1 	0 	1 
EXT_FOR_HDI_VH,REACH,Y80-84,NR,T,LV	0 	2 	2 	0 
EXT_FOR_HDI_VH,REACH,Y80-84,NR,T,NL	5 	7 	6 	6 
EXT_FOR_HDI_VH,REACH,Y80-84,NR,T,NO	8 	2 	1 	2 
EXT_FOR_HDI_VH,REACH,Y80-84,NR,T,PL	3 ep	0 p	10 p	5 
EXT_FOR_HDI_VH,REACH,Y80-84,NR,T,PT	1 e	0 e	1 	0 
EXT_FOR_HDI_VH,REACH,Y80-84,NR,T,SE	1 	0 	2 	4 
EXT_FOR_HDI_VH,REACH,Y80-84,NR,T,SK	0 p	1 p	0 p	1 p
EXT_FOR_HDI_VH,REACH,Y85-89,NR,F,BE	3 	1 	1 	2 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,F,BG	0 	1 	0 p	0 p
EXT_FOR_HDI_VH,REACH,Y85-89,NR,F,CH	3 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,F,CY	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,F,CZ	1 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,F,DE	11 b	10 e	13 	7 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,F,DK	0 	0 	1 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,F,EE	0 	0 b	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,F,ES	51 	37 	39 	32 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,F,FI	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,F,FR	37 	0 	15 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,F,HR	0 	0 	1 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,F,HU	0 	2 	1 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,F,IS	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,F,IT	11 	13 	13 	11 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,F,LI	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,F,LT	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,F,LU	1 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,F,LV	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,F,NL	3 	2 	2 	1 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,F,NO	1 	2 	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,F,PL	0 ep	2 p	12 p	9 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,F,PT	2 e	0 e	0 	1 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,F,SE	0 	3 	1 	1 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,F,SK	0 	0 p	0 p	0 p
EXT_FOR_HDI_VH,REACH,Y85-89,NR,M,BE	0 	1 	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,M,BG	0 	0 	0 p	0 p
EXT_FOR_HDI_VH,REACH,Y85-89,NR,M,CH	2 	3 	3 	2 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,M,CY	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,M,CZ	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,M,DE	10 b	13 e	18 	9 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,M,DK	0 	0 	0 	1 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,M,EE	1 	0 b	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,M,ES	23 	17 	17 	18 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,M,FI	0 	0 	1 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,M,FR	10 	0 	15 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,M,HR	0 	1 	2 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,M,HU	1 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,M,IS	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,M,IT	7 	17 	8 	9 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,M,LI	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,M,LT	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,M,LU	1 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,M,LV	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,M,NL	2 	1 	4 	1 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,M,NO	1 	2 	0 	1 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,M,PL	3 ep	3 p	17 p	13 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,M,PT	0 e	0 e	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,M,SE	0 	0 	0 	1 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,M,SK	0 	0 p	0 p	0 p
EXT_FOR_HDI_VH,REACH,Y85-89,NR,T,BE	3 	2 	1 	2 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,T,BG	0 	1 p	0 p	0 p
EXT_FOR_HDI_VH,REACH,Y85-89,NR,T,CH	5 	3 	3 	2 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,T,CY	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,T,CZ	1 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,T,DE	21 b	23 e	31 	16 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,T,DK	0 	0 	1 	1 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,T,EE	1 	0 b	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,T,ES	74 	54 	56 	50 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,T,FI	0 	0 	1 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,T,FR	47 	0 	30 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,T,HR	0 	1 	3 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,T,HU	1 	2 	1 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,T,IS	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,T,IT	18 	30 	21 	20 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,T,LI	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,T,LT	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,T,LU	2 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,T,LV	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,T,NL	5 	3 	6 	2 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,T,NO	2 	4 	0 	1 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,T,PL	3 ep	5 p	29 p	22 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,T,PT	2 e	0 e	0 	1 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,T,SE	0 	3 	1 	2 
EXT_FOR_HDI_VH,REACH,Y85-89,NR,T,SK	0 	0 p	0 p	0 p
EXT_FOR_HDI_VH,REACH,Y90-94,NR,F,BE	0 	0 	1 	1 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,F,BG	0 	0 	0 p	0 p
EXT_FOR_HDI_VH,REACH,Y90-94,NR,F,CH	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,F,CY	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,F,CZ	1 	1 	1 	1 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,F,DE	6 b	9 e	8 	7 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,F,DK	0 	1 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,F,EE	0 	0 b	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,F,ES	28 	23 	23 	22 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,F,FI	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,F,FR	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,F,HR	1 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,F,HU	0 	1 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,F,IS	0 	0 	1 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,F,IT	6 	4 	4 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,F,LI	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,F,LT	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,F,LU	0 	1 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,F,LV	0 	1 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,F,NL	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,F,NO	0 	1 	1 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,F,PL	9 ep	3 p	0 p	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,F,PT	1 e	0 e	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,F,SE	0 	1 	0 	1 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,F,SK	1 	0 p	0 p	0 p
EXT_FOR_HDI_VH,REACH,Y90-94,NR,M,BE	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,M,BG	0 	0 	0 p	0 p
EXT_FOR_HDI_VH,REACH,Y90-94,NR,M,CH	0 	1 	0 	2 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,M,CY	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,M,CZ	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,M,DE	3 b	3 e	2 	4 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,M,DK	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,M,EE	0 	0 b	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,M,ES	10 	7 	8 	10 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,M,FI	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,M,FR	0 	0 	5 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,M,HR	0 	0 	0 	1 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,M,HU	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,M,IS	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,M,IT	6 	7 	3 	1 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,M,LI	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,M,LT	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,M,LU	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,M,LV	0 	0 	1 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,M,NL	0 	0 	2 	2 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,M,NO	2 	0 	1 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,M,PL	3 ep	0 p	4 p	5 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,M,PT	0 e	0 e	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,M,SE	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,M,SK	0 	0 p	0 p	0 p
EXT_FOR_HDI_VH,REACH,Y90-94,NR,T,BE	0 	0 	1 	1 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,T,BG	0 	0 p	0 p	0 p
EXT_FOR_HDI_VH,REACH,Y90-94,NR,T,CH	0 	1 	0 	2 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,T,CY	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,T,CZ	1 	1 	1 	1 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,T,DE	9 b	12 e	10 	11 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,T,DK	0 	1 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,T,EE	0 	0 b	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,T,ES	38 	30 	31 	32 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,T,FI	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,T,FR	0 	0 	5 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,T,HR	1 	0 	0 	1 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,T,HU	0 	1 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,T,IS	0 	0 	1 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,T,IT	12 	11 	7 	1 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,T,LI	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,T,LT	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,T,LU	0 	1 	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,T,LV	0 	1 	1 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,T,NL	0 	0 	2 	2 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,T,NO	2 	1 	2 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,T,PL	12 ep	3 p	4 p	5 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,T,PT	1 e	0 e	0 	0 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,T,SE	0 	1 	0 	1 
EXT_FOR_HDI_VH,REACH,Y90-94,NR,T,SK	1 	0 p	0 p	0 p
EXT_FOR_HDI_VH,REACH,Y95-99,NR,F,BE	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,F,BG	0 	0 	0 p	0 p
EXT_FOR_HDI_VH,REACH,Y95-99,NR,F,CH	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,F,CY	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,F,CZ	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,F,DE	4 b	2 e	2 	2 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,F,DK	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,F,EE	0 	0 b	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,F,ES	8 	9 	6 	7 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,F,FI	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,F,FR	0 	5 	5 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,F,HR	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,F,HU	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,F,IS	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,F,IT	1 	0 	1 	1 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,F,LI	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,F,LT	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,F,LU	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,F,LV	0 	0 	0 	1 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,F,NL	0 	0 	1 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,F,NO	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,F,PL	0 ep	0 p	0 p	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,F,PT	0 e	0 e	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,F,SE	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,F,SK	0 	0 p	0 p	0 p
EXT_FOR_HDI_VH,REACH,Y95-99,NR,M,BE	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,M,BG	0 	0 	0 p	0 p
EXT_FOR_HDI_VH,REACH,Y95-99,NR,M,CH	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,M,CY	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,M,CZ	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,M,DE	0 b	0 e	2 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,M,DK	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,M,EE	0 	0 b	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,M,ES	3 	4 	1 	4 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,M,FI	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,M,FR	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,M,HR	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,M,HU	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,M,IS	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,M,IT	1 	0 	1 	2 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,M,LI	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,M,LT	0 	1 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,M,LU	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,M,LV	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,M,NL	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,M,NO	0 	0 	0 	1 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,M,PL	0 ep	0 p	4 p	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,M,PT	0 e	0 e	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,M,SE	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,M,SK	0 	0 p	0 p	0 p
EXT_FOR_HDI_VH,REACH,Y95-99,NR,T,BE	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,T,BG	0 	0 p	0 p	0 p
EXT_FOR_HDI_VH,REACH,Y95-99,NR,T,CH	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,T,CY	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,T,CZ	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,T,DE	4 b	2 e	4 	2 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,T,DK	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,T,EE	0 	0 b	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,T,ES	11 	13 	7 	11 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,T,FI	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,T,FR	0 	5 	5 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,T,HR	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,T,HU	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,T,IS	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,T,IT	2 	0 	2 	3 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,T,LI	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,T,LT	0 	1 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,T,LU	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,T,LV	0 	0 	0 	1 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,T,NL	0 	0 	1 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,T,NO	0 	0 	0 	1 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,T,PL	0 ep	0 p	4 p	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,T,PT	0 e	0 e	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,T,SE	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y95-99,NR,T,SK	0 	0 p	0 p	0 p
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,F,BE	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,F,BG	0 	0 	0 p	0 p
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,F,CH	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,F,CY	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,F,CZ	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,F,DE	0 b	0 e	0 	: 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,F,DK	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,F,EE	0 	0 b	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,F,ES	0 	0 	2 	4 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,F,FI	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,F,FR	0 	14 	0 	5 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,F,HR	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,F,HU	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,F,IS	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,F,IT	0 	0 	1 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,F,LI	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,F,LT	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,F,LU	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,F,LV	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,F,NL	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,F,NO	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,F,PL	0 ep	0 p	0 p	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,F,PT	0 e	0 e	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,F,SE	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,F,SK	0 	0 p	0 p	0 p
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,M,BE	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,M,BG	0 	0 	0 p	0 p
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,M,CH	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,M,CY	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,M,CZ	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,M,DE	0 b	0 e	0 	: 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,M,DK	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,M,EE	0 	0 b	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,M,ES	1 	1 	2 	1 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,M,FI	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,M,FR	0 	0 	5 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,M,HR	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,M,HU	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,M,IS	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,M,IT	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,M,LI	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,M,LT	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,M,LU	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,M,LV	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,M,NL	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,M,NO	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,M,PL	0 ep	0 p	0 p	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,M,PT	0 e	0 e	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,M,SE	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,M,SK	0 	0 p	0 p	0 p
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,T,BE	0 	0 	0 	0 
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,T,BG	0 	0 p	0 p	0 p
EXT_FOR_HDI_VH,REACH,Y_GE100,NR,T,CH	0 	0 	0 	0 
