age,c_birth,unit,sex,geo\time	2017 	2016 	2015 	2014 
Y30-34,EFTA_FOR,NR,F,SK	105 	83 	70 	58 
Y30-34,EFTA_FOR,NR,F,UK	1706 	1982 	1658 	1544 
Y30-34,EFTA_FOR,NR,M,AT	421 	423 	427 	425 
Y30-34,EFTA_FOR,NR,M,BE	224 	211 	201 	188 
Y30-34,EFTA_FOR,NR,M,BG	11 	7 	7 	7 
Y30-34,EFTA_FOR,NR,M,CH	136 	123 	113 	101 
Y30-34,EFTA_FOR,NR,M,CY	20 	6 	6 	6 
Y30-34,EFTA_FOR,NR,M,CZ	39 	41 	42 	39 
Y30-34,EFTA_FOR,NR,M,DK	1105 	1054 	1028 	1018 
Y30-34,EFTA_FOR,NR,M,EE	10 	18 	15 b	9 
Y30-34,EFTA_FOR,NR,M,EL	129 	132 	135 	152 
Y30-34,EFTA_FOR,NR,M,ES	2755 	2811 	2914 	2982 
Y30-34,EFTA_FOR,NR,M,FI	159 	160 	169 	161 
Y30-34,EFTA_FOR,NR,M,FR	2132 p	2193 p	2193 p	2176 
Y30-34,EFTA_FOR,NR,M,HR	74 	79 	102 	114 
Y30-34,EFTA_FOR,NR,M,HU	115 	99 	89 	79 
Y30-34,EFTA_FOR,NR,M,IE	118 	121 	103 	92 
Y30-34,EFTA_FOR,NR,M,IS	55 	44 	42 	38 
Y30-34,EFTA_FOR,NR,M,IT	3613 e	4039 	4614 	5284 
Y30-34,EFTA_FOR,NR,M,LI	578 	644 	728 	763 
Y30-34,EFTA_FOR,NR,M,LT	8 	7 	8 	6 
Y30-34,EFTA_FOR,NR,M,LU	72 b	75 	72 	69 
Y30-34,EFTA_FOR,NR,M,LV	10 	9 	4 	5 
Y30-34,EFTA_FOR,NR,M,MT	41 	37 	28 	24 
Y30-34,EFTA_FOR,NR,M,NL	338 	320 	311 	313 
Y30-34,EFTA_FOR,NR,M,NO	451 	500 	528 	522 
Y30-34,EFTA_FOR,NR,M,PL	60 ep	43 p	50 p	42 p
Y30-34,EFTA_FOR,NR,M,PT	38 	218 	318 	204 
Y30-34,EFTA_FOR,NR,M,RO	14 	7 	2 	1 e
Y30-34,EFTA_FOR,NR,M,SE	1299 	1291 	1331 	1400 
Y30-34,EFTA_FOR,NR,M,SI	23 	31 	39 	42 
Y30-34,EFTA_FOR,NR,M,SK	103 	83 	72 	59 
Y30-34,EFTA_FOR,NR,M,UK	1077 	2115 	539 	909 
Y30-34,EFTA_FOR,NR,T,AT	931 	916 	906 	907 
Y30-34,EFTA_FOR,NR,T,BE	493 	475 	457 	459 
Y30-34,EFTA_FOR,NR,T,BG	17 	12 	12 	11 
Y30-34,EFTA_FOR,NR,T,CH	295 	277 	258 	234 
Y30-34,EFTA_FOR,NR,T,CY	27 	13 	13 	13 
Y30-34,EFTA_FOR,NR,T,CZ	69 	62 	60 	46 
Y30-34,EFTA_FOR,NR,T,DK	2658 	2537 	2502 	2483 
Y30-34,EFTA_FOR,NR,T,EE	15 	22 	17 b	10 
Y30-34,EFTA_FOR,NR,T,EL	293 	300 	307 	338 
Y30-34,EFTA_FOR,NR,T,ES	5630 	5786 	5994 	6200 
Y30-34,EFTA_FOR,NR,T,FI	279 	280 	289 	279 
Y30-34,EFTA_FOR,NR,T,FR	4416 p	4738 p	4926 p	4971 
Y30-34,EFTA_FOR,NR,T,HR	170 	182 	234 	247 
Y30-34,EFTA_FOR,NR,T,HU	230 	211 	186 	182 
Y30-34,EFTA_FOR,NR,T,IE	254 	255 	232 	227 
Y30-34,EFTA_FOR,NR,T,IS	110 	106 	110 	92 
Y30-34,EFTA_FOR,NR,T,IT	7633 e	8578 	9683 	11122 
Y30-34,EFTA_FOR,NR,T,LI	1163 	1240 	1371 	1435 
Y30-34,EFTA_FOR,NR,T,LT	11 	10 	10 	6 
Y30-34,EFTA_FOR,NR,T,LU	123 b	146 	140 	135 
Y30-34,EFTA_FOR,NR,T,LV	11 	10 	5 	6 
Y30-34,EFTA_FOR,NR,T,MT	67 	55 	42 	34 
Y30-34,EFTA_FOR,NR,T,NL	754 	717 	711 	706 
Y30-34,EFTA_FOR,NR,T,NO	944 	1040 	1071 	1021 
Y30-34,EFTA_FOR,NR,T,PL	125 ep	93 p	103 p	91 p
Y30-34,EFTA_FOR,NR,T,PT	427 	262 	521 	322 
Y30-34,EFTA_FOR,NR,T,RO	18 	10 	5 	3 e
Y30-34,EFTA_FOR,NR,T,SE	2791 	2701 	2750 	2798 
Y30-34,EFTA_FOR,NR,T,SI	43 	60 	74 	79 
Y30-34,EFTA_FOR,NR,T,SK	208 	166 	142 	117 
Y30-34,EFTA_FOR,NR,T,UK	2783 	4097 	2197 	2453 
Y30-34,EU28_FOR,NR,F,AT	40194 	38824 	37280 	34981 
Y30-34,EU28_FOR,NR,F,BE	38761 	37870 	36754 	35771 
Y30-34,EU28_FOR,NR,F,BG	374 	400 	382 	365 
Y30-34,EU28_FOR,NR,F,CH	63970 	64011 	63187 	61028 
Y30-34,EU28_FOR,NR,F,CY	7550 	7310 	7042 	7008 
Y30-34,EU28_FOR,NR,F,CZ	14188 	14074 	13635 	12986 
Y30-34,EU28_FOR,NR,F,DK	12673 	11810 	10949 	10133 
Y30-34,EU28_FOR,NR,F,EE	579 	549 	515 b	357 
Y30-34,EU28_FOR,NR,F,EL	17811 	18728 	19140 	20334 
Y30-34,EU28_FOR,NR,F,ES	105580 	109033 	113233 	118844 
Y30-34,EU28_FOR,NR,F,FI	7452 	7622 	7747 	7543 
Y30-34,EU28_FOR,NR,F,FR	62537 p	60333 p	61653 p	60183 
Y30-34,EU28_FOR,NR,F,HR	1637 	1919 	2389 	2804 
Y30-34,EU28_FOR,NR,F,HU	12945 	13329 	13493 	13821 
Y30-34,EU28_FOR,NR,F,IE	39953 	41968 	42196 	42149 
Y30-34,EU28_FOR,NR,F,IS	1933 	1788 	1729 	1634 
Y30-34,EU28_FOR,NR,F,IT	117500 e	121397 	127002 	132350 
Y30-34,EU28_FOR,NR,F,LI	210 	202 	212 	232 
Y30-34,EU28_FOR,NR,F,LT	366 	323 	317 	308 
Y30-34,EU28_FOR,NR,F,LU	9707 b	9907 	9525 	9166 
Y30-34,EU28_FOR,NR,F,LV	415 	468 	532 	569 
Y30-34,EU28_FOR,NR,F,MT	1691 	1326 	1090 	881 
Y30-34,EU28_FOR,NR,F,NL	34440 	32762 	31129 	29554 
Y30-34,EU28_FOR,NR,F,NO	21542 	21060 	20035 	18354 
Y30-34,EU28_FOR,NR,F,PL	4434 ep	1636 p	1541 p	1474 p
Y30-34,EU28_FOR,NR,F,PT	10909 	13749 	15429 	14011 
Y30-34,EU28_FOR,NR,F,RO	803 	607 	381 	365 e
Y30-34,EU28_FOR,NR,F,SE	19642 	18911 	18419 	17606 
Y30-34,EU28_FOR,NR,F,SI	1386 	1444 	1532 	1592 
Y30-34,EU28_FOR,NR,F,SK	4019 	3880 	3635 	3551 
Y30-34,EU28_FOR,NR,F,UK	291448 	262759 	259113 	229557 
Y30-34,EU28_FOR,NR,M,AT	36691 	34962 	32789 	29908 
Y30-34,EU28_FOR,NR,M,BE	35350 	34682 	33721 	32650 
Y30-34,EU28_FOR,NR,M,BG	489 	499 	514 	530 
Y30-34,EU28_FOR,NR,M,CH	69684 	69685 	69223 	66408 
Y30-34,EU28_FOR,NR,M,CY	7112 	6876 	6400 	7138 
Y30-34,EU28_FOR,NR,M,CZ	16656 	16317 	15926 	15452 
Y30-34,EU28_FOR,NR,M,DK	15562 	14189 	12784 	11618 
Y30-34,EU28_FOR,NR,M,EE	958 	933 	908 b	473 
Y30-34,EU28_FOR,NR,M,EL	10580 	11551 	12278 	13712 
Y30-34,EU28_FOR,NR,M,ES	92091 	98558 	106391 	117233 
Y30-34,EU28_FOR,NR,M,FI	9011 	9182 	9270 	9227 
Y30-34,EU28_FOR,NR,M,FR	54443 p	54247 p	54669 p	53666 
Y30-34,EU28_FOR,NR,M,HR	1403 	1691 	2171 	2570 
Y30-34,EU28_FOR,NR,M,HU	14036 	14228 	13752 	13948 
Y30-34,EU28_FOR,NR,M,IE	34742 	36058 	37848 	40267 
Y30-34,EU28_FOR,NR,M,IS	2523 	2134 	1931 	1833 
Y30-34,EU28_FOR,NR,M,IT	81186 e	84113 	88950 	93669 
Y30-34,EU28_FOR,NR,M,LI	213 	215 	227 	228 
Y30-34,EU28_FOR,NR,M,LT	587 	532 	452 	392 
Y30-34,EU28_FOR,NR,M,LU	9979 b	10201 	9786 	9404 
Y30-34,EU28_FOR,NR,M,LV	514 	539 	564 	590 
Y30-34,EU28_FOR,NR,M,MT	2225 	1794 	1369 	1036 
Y30-34,EU28_FOR,NR,M,NL	32907 	30907 	29014 	27114 
Y30-34,EU28_FOR,NR,M,NO	29913 	30350 	29938 	28299 
Y30-34,EU28_FOR,NR,M,PL	7502 ep	3407 p	2982 p	2515 p
Y30-34,EU28_FOR,NR,M,PT	11983 	13403 	13421 	16504 
Y30-34,EU28_FOR,NR,M,RO	2119 	1869 	656 	652 e
Y30-34,EU28_FOR,NR,M,SE	21609 	20728 	19889 	19259 
Y30-34,EU28_FOR,NR,M,SI	1498 	1523 	1670 	1783 
Y30-34,EU28_FOR,NR,M,SK	5354 	5173 	4959 	4967 
Y30-34,EU28_FOR,NR,M,UK	291809 	260442 	237099 	232047 
Y30-34,EU28_FOR,NR,T,AT	76885 	73786 	70069 	64889 
Y30-34,EU28_FOR,NR,T,BE	74111 	72552 	70475 	68421 
Y30-34,EU28_FOR,NR,T,BG	863 	899 	896 	895 
Y30-34,EU28_FOR,NR,T,CH	133654 	133696 	132410 	127436 
Y30-34,EU28_FOR,NR,T,CY	14662 	14186 	13442 	14146 
Y30-34,EU28_FOR,NR,T,CZ	30844 	30391 	29561 	28438 
Y30-34,EU28_FOR,NR,T,DK	28235 	25999 	23733 	21751 
Y30-34,EU28_FOR,NR,T,EE	1537 	1482 	1423 b	830 
Y30-34,EU28_FOR,NR,T,EL	28391 	30279 	31418 	34046 
Y30-34,EU28_FOR,NR,T,ES	197671 	207591 	219624 	236077 
Y30-34,EU28_FOR,NR,T,FI	16463 	16804 	17017 	16770 
Y30-34,EU28_FOR,NR,T,FR	116980 p	114580 p	116322 p	113849 
Y30-34,EU28_FOR,NR,T,HR	3040 	3610 	4560 	5374 
Y30-34,EU28_FOR,NR,T,HU	26981 	27557 	27245 	27769 
Y30-34,EU28_FOR,NR,T,IE	74695 	78026 	80044 	82416 
Y30-34,EU28_FOR,NR,T,IS	4456 	3922 	3660 	3467 
Y30-34,EU28_FOR,NR,T,IT	198686 e	205510 	215952 	226019 
Y30-34,EU28_FOR,NR,T,LI	423 	417 	439 	460 
Y30-34,EU28_FOR,NR,T,LT	953 	855 	769 	700 
Y30-34,EU28_FOR,NR,T,LU	19686 b	20108 	19311 	18570 
Y30-34,EU28_FOR,NR,T,LV	929 	1007 	1096 	1159 
Y30-34,EU28_FOR,NR,T,MT	3916 	3120 	2459 	1917 
Y30-34,EU28_FOR,NR,T,NL	67347 	63669 	60143 	56668 
Y30-34,EU28_FOR,NR,T,NO	51455 	51410 	49973 	46653 
Y30-34,EU28_FOR,NR,T,PL	11936 ep	5043 p	4523 p	3989 p
Y30-34,EU28_FOR,NR,T,PT	22892 	27152 	28850 	30515 
Y30-34,EU28_FOR,NR,T,RO	2922 	2476 	1037 	1017 e
Y30-34,EU28_FOR,NR,T,SE	41251 	39639 	38308 	36865 
Y30-34,EU28_FOR,NR,T,SI	2884 	2967 	3202 	3375 
Y30-34,EU28_FOR,NR,T,SK	9373 	9053 	8594 	8518 
Y30-34,EU28_FOR,NR,T,UK	583257 	523201 	496212 	461604 
Y30-34,EXT_FOR_HDI,NR,F,AT	31981 	30202 	27425 	25888 
Y30-34,EXT_FOR_HDI,NR,F,BE	54800 	53272 	51995 	51048 
Y30-34,EXT_FOR_HDI,NR,F,BG	3633 	3402 	3027 	2666 
Y30-34,EXT_FOR_HDI,NR,F,CH	49300 	48180 	46761 	45550 
Y30-34,EXT_FOR_HDI,NR,F,CY	5974 	6293 	7374 	8660 
Y30-34,EXT_FOR_HDI,NR,F,CZ	16202 	15150 	14531 	13866 
Y30-34,EXT_FOR_HDI,NR,F,DK	24188 	22961 	21333 	20435 
Y30-34,EXT_FOR_HDI,NR,F,EE	2515 	2492 	2517 b	2553 
Y30-34,EXT_FOR_HDI,NR,F,EL	20396 	20223 	21415 	49451 
Y30-34,EXT_FOR_HDI,NR,F,ES	244527 	249054 	259625 	274271 
Y30-34,EXT_FOR_HDI,NR,F,FI	14973 	13856 	13092 	12142 
Y30-34,EXT_FOR_HDI,NR,F,FR	257189 p	248258 p	248901 p	244273 
Y30-34,EXT_FOR_HDI,NR,F,HR	13622 	13732 	13715 	13573 
Y30-34,EXT_FOR_HDI,NR,F,HU	7169 	6943 	6244 	5479 
Y30-34,EXT_FOR_HDI,NR,F,IE	13762 	11329 	10851 	11857 
Y30-34,EXT_FOR_HDI,NR,F,IS	896 	865 	835 	831 
Y30-34,EXT_FOR_HDI,NR,F,IT	199590 e	199643 	200970 	230362 
Y30-34,EXT_FOR_HDI,NR,F,LI	147 	141 	134 	138 
Y30-34,EXT_FOR_HDI,NR,F,LT	1265 	1334 	1666 	1663 
Y30-34,EXT_FOR_HDI,NR,F,LU	3924 b	3658 	3516 	3383 
Y30-34,EXT_FOR_HDI,NR,F,LV	2336 	2525 	2482 	2594 
Y30-34,EXT_FOR_HDI,NR,F,MT	2220 	2018 	1767 	1542 
Y30-34,EXT_FOR_HDI,NR,F,NL	69189 	66971 	65306 	64373 
Y30-34,EXT_FOR_HDI,NR,F,NO	30520 	29190 	28541 	27297 
Y30-34,EXT_FOR_HDI,NR,F,PL	9505 ep	8888 p	7314 p	6767 p
Y30-34,EXT_FOR_HDI,NR,F,PT	25786 	30321 	30742 	31821 
Y30-34,EXT_FOR_HDI,NR,F,RO	13026 	10809 	8956 	6313 e
Y30-34,EXT_FOR_HDI,NR,F,SE	68905 	64059 	61608 	57993 
Y30-34,EXT_FOR_HDI,NR,F,SI	4546 	4449 	4033 	3874 
Y30-34,EXT_FOR_HDI,NR,F,SK	1054 	1012 	971 	960 
Y30-34,EXT_FOR_HDI,NR,F,UK	355596 	353695 	337396 	337689 
Y30-34,EXT_FOR_HDI,NR,M,AT	34136 	31667 	26479 	24071 
Y30-34,EXT_FOR_HDI,NR,M,BE	48185 	48036 	46108 	46551 
Y30-34,EXT_FOR_HDI,NR,M,BG	3235 	3129 	2713 	2251 
Y30-34,EXT_FOR_HDI,NR,M,CH	42263 	39767 	38138 	36543 
Y30-34,EXT_FOR_HDI,NR,M,CY	1833 	2079 	2957 	4666 
Y30-34,EXT_FOR_HDI,NR,M,CZ	20989 	19547 	18948 	17480 
Y30-34,EXT_FOR_HDI,NR,M,DK	23174 	21542 	19010 	16831 
Y30-34,EXT_FOR_HDI,NR,M,EE	2945 	2808 	2708 b	2629 
Y30-34,EXT_FOR_HDI,NR,M,EL	25293 	23206 	24950 	53445 
Y30-34,EXT_FOR_HDI,NR,M,ES	193543 	202980 	221248 	245671 
Y30-34,EXT_FOR_HDI,NR,M,FI	16323 	14826 	13826 	12602 
Y30-34,EXT_FOR_HDI,NR,M,FR	206420 p	196286 p	203539 p	202343 
Y30-34,EXT_FOR_HDI,NR,M,HR	13028 	13393 	13496 	13610 
Y30-34,EXT_FOR_HDI,NR,M,HU	7983 	7235 	6172 	5271 
Y30-34,EXT_FOR_HDI,NR,M,IE	13316 	11002 	10068 	10628 
Y30-34,EXT_FOR_HDI,NR,M,IS	657 	642 	590 	607 
Y30-34,EXT_FOR_HDI,NR,M,IT	208391 e	201228 	199916 	229910 
Y30-34,EXT_FOR_HDI,NR,M,LI	111 	106 	86 	88 
Y30-34,EXT_FOR_HDI,NR,M,LT	1535 	1255 	1727 	1700 
Y30-34,EXT_FOR_HDI,NR,M,LU	3327 b	2894 	2776 	2667 
Y30-34,EXT_FOR_HDI,NR,M,LV	2357 	2472 	2467 	2561 
Y30-34,EXT_FOR_HDI,NR,M,MT	2635 	2543 	2186 	1794 
Y30-34,EXT_FOR_HDI,NR,M,NL	64705 	61008 	58281 	56237 
Y30-34,EXT_FOR_HDI,NR,M,NO	25860 	24163 	22997 	21343 
Y30-34,EXT_FOR_HDI,NR,M,PL	12952 ep	11659 p	7776 p	6499 p
Y30-34,EXT_FOR_HDI,NR,M,PT	22869 	23078 	26321 	26920 
Y30-34,EXT_FOR_HDI,NR,M,RO	16645 	13270 	10625 	7033 e
Y30-34,EXT_FOR_HDI,NR,M,SE	72123 	65315 	61954 	56967 
Y30-34,EXT_FOR_HDI,NR,M,SI	7934 	7930 	7484 	7410 
Y30-34,EXT_FOR_HDI,NR,M,SK	1247 	1189 	1083 	1079 
Y30-34,EXT_FOR_HDI,NR,M,UK	300245 	282461 	280487 	288487 
Y30-34,EXT_FOR_HDI,NR,T,AT	66117 	61869 	53904 	49959 
Y30-34,EXT_FOR_HDI,NR,T,BE	102985 	101308 	98103 	97599 
Y30-34,EXT_FOR_HDI,NR,T,BG	6868 	6531 	5740 	4917 
Y30-34,EXT_FOR_HDI,NR,T,CH	91563 	87947 	84899 	82093 
Y30-34,EXT_FOR_HDI,NR,T,CY	7807 	8372 	10331 	13326 
Y30-34,EXT_FOR_HDI,NR,T,CZ	37191 	34697 	33479 	31346 
Y30-34,EXT_FOR_HDI,NR,T,DK	47362 	44503 	40343 	37266 
Y30-34,EXT_FOR_HDI,NR,T,EE	5460 	5300 	5225 b	5182 
Y30-34,EXT_FOR_HDI,NR,T,EL	45689 	43429 	46365 	102896 
Y30-34,EXT_FOR_HDI,NR,T,ES	438070 	452034 	480873 	519942 
Y30-34,EXT_FOR_HDI,NR,T,FI	31296 	28682 	26918 	24744 
Y30-34,EXT_FOR_HDI,NR,T,FR	463609 p	444544 p	452440 p	446616 
Y30-34,EXT_FOR_HDI,NR,T,HR	26650 	27125 	27211 	27183 
Y30-34,EXT_FOR_HDI,NR,T,HU	15152 	14178 	12416 	10750 
Y30-34,EXT_FOR_HDI,NR,T,IE	27078 	22331 	20919 	22485 
Y30-34,EXT_FOR_HDI,NR,T,IS	1553 	1507 	1425 	1438 
Y30-34,EXT_FOR_HDI,NR,T,IT	407981 e	400871 	400886 	460272 
Y30-34,EXT_FOR_HDI,NR,T,LI	258 	247 	220 	226 
Y30-34,EXT_FOR_HDI,NR,T,LT	2800 	2589 	3393 	3363 
Y30-34,EXT_FOR_HDI,NR,T,LU	7251 b	6552 	6292 	6050 
Y30-34,EXT_FOR_HDI,NR,T,LV	4693 	4997 	4949 	5155 
Y30-34,EXT_FOR_HDI,NR,T,MT	4855 	4561 	3953 	3336 
Y30-34,EXT_FOR_HDI,NR,T,NL	133894 	127979 	123587 	120610 
Y30-34,EXT_FOR_HDI,NR,T,NO	56380 	53353 	51538 	48640 
Y30-34,EXT_FOR_HDI,NR,T,PL	22457 ep	20547 p	15090 p	13266 p
Y30-34,EXT_FOR_HDI,NR,T,PT	48655 	53399 	57063 	58741 
Y30-34,EXT_FOR_HDI,NR,T,RO	29671 	24079 	19581 	13346 e
Y30-34,EXT_FOR_HDI,NR,T,SE	141028 	129374 	123562 	114960 
Y30-34,EXT_FOR_HDI,NR,T,SI	12480 	12379 	11517 	11284 
Y30-34,EXT_FOR_HDI,NR,T,SK	2301 	2201 	2054 	2039 
Y30-34,EXT_FOR_HDI,NR,T,UK	655841 	636156 	617883 	626176 
Y30-34,EXT_FOR_HDI_H,NR,F,AT	19019 	18404 	17339 	16395 
Y30-34,EXT_FOR_HDI_H,NR,F,BE	14427 	14105 	13947 	14045 
Y30-34,EXT_FOR_HDI_H,NR,F,BG	2424 	2230 	2084 	1965 
Y30-34,EXT_FOR_HDI_H,NR,F,CH	25280 	24703 	23919 	23089 
Y30-34,EXT_FOR_HDI_H,NR,F,CY	488 	676 	914 	1342 
Y30-34,EXT_FOR_HDI_H,NR,F,CZ	9929 	9463 	9345 	9183 
Y30-34,EXT_FOR_HDI_H,NR,F,DK	8184 	8134 	7758 	7470 
Y30-34,EXT_FOR_HDI_H,NR,F,EE	2266 	2279 	2330 b	2387 
Y30-34,EXT_FOR_HDI_H,NR,F,EL	10621 	11170 	11943 	39248 
Y30-34,EXT_FOR_HDI_H,NR,F,ES	104081 	108306 	115783 	126098 
Y30-34,EXT_FOR_HDI_H,NR,F,FI	6505 	6080 	5764 	5406 
Y30-34,EXT_FOR_HDI_H,NR,F,FR	96518 p	91937 p	90894 p	88710 
Y30-34,EXT_FOR_HDI_H,NR,F,HR	13140 	13247 	13242 	13122 
Y30-34,EXT_FOR_HDI_H,NR,F,HU	4600 	4364 	4004 	3607 
Y30-34,EXT_FOR_HDI_H,NR,F,IE	4461 	2761 	2621 	2734 
Y30-34,EXT_FOR_HDI_H,NR,F,IS	275 	255 	209 	219 
Y30-34,EXT_FOR_HDI_H,NR,F,IT	69649 e	71259 	72905 	104062 
Y30-34,EXT_FOR_HDI_H,NR,F,LI	94 	82 	74 	75 
Y30-34,EXT_FOR_HDI_H,NR,F,LT	1185 	1276 	1589 	1577 
Y30-34,EXT_FOR_HDI_H,NR,F,LU	1610 b	1057 	1016 	978 
Y30-34,EXT_FOR_HDI_H,NR,F,LV	2185 	2375 	2352 	2457 
Y30-34,EXT_FOR_HDI_H,NR,F,MT	655 	562 	449 	316 
Y30-34,EXT_FOR_HDI_H,NR,F,NL	20766 	19816 	18959 	18273 
Y30-34,EXT_FOR_HDI_H,NR,F,NO	7896 	7904 	7777 	7417 
Y30-34,EXT_FOR_HDI_H,NR,F,PL	7462 ep	7492 p	6055 p	5563 p
Y30-34,EXT_FOR_HDI_H,NR,F,PT	13194 	16212 	15571 	16721 
Y30-34,EXT_FOR_HDI_H,NR,F,RO	1212 	895 	683 	648 e
Y30-34,EXT_FOR_HDI_H,NR,F,SE	22234 	21833 	21414 	20634 
Y30-34,EXT_FOR_HDI_H,NR,F,SI	4181 	4099 	3709 	3541 
Y30-34,EXT_FOR_HDI_H,NR,F,SK	670 	638 	604 	599 
Y30-34,EXT_FOR_HDI_H,NR,F,UK	68050 	57840 	54951 	55329 
Y30-34,EXT_FOR_HDI_H,NR,M,AT	17452 	16431 	15243 	14402 
Y30-34,EXT_FOR_HDI_H,NR,M,BE	12435 	12051 	11682 	12156 
Y30-34,EXT_FOR_HDI_H,NR,M,BG	1667 	1589 	1459 	1472 
Y30-34,EXT_FOR_HDI_H,NR,M,CH	21742 	20659 	19807 	18557 
Y30-34,EXT_FOR_HDI_H,NR,M,CY	427 	361 	367 	804 
Y30-34,EXT_FOR_HDI_H,NR,M,CZ	12237 	11635 	11506 	10815 
Y30-34,EXT_FOR_HDI_H,NR,M,DK	8002 	7786 	7214 	6646 
Y30-34,EXT_FOR_HDI_H,NR,M,EE	2371 	2357 	2343 b	2374 
Y30-34,EXT_FOR_HDI_H,NR,M,EL	6614 	6841 	7349 	34930 
Y30-34,EXT_FOR_HDI_H,NR,M,ES	76538 	78285 	83560 	92081 
Y30-34,EXT_FOR_HDI_H,NR,M,FI	6013 	5577 	5308 	4941 
Y30-34,EXT_FOR_HDI_H,NR,M,FR	78131 p	74897 p	77590 p	77594 
Y30-34,EXT_FOR_HDI_H,NR,M,HR	12687 	13030 	13156 	13305 
Y30-34,EXT_FOR_HDI_H,NR,M,HU	4676 	4179 	3466 	2948 
Y30-34,EXT_FOR_HDI_H,NR,M,IE	3854 	2688 	2496 	2485 
Y30-34,EXT_FOR_HDI_H,NR,M,IS	187 	168 	144 	146 
Y30-34,EXT_FOR_HDI_H,NR,M,IT	46652 e	46651 	46970 	80019 
Y30-34,EXT_FOR_HDI_H,NR,M,LI	75 	72 	59 	63 
Y30-34,EXT_FOR_HDI_H,NR,M,LT	1419 	1172 	1606 	1580 
Y30-34,EXT_FOR_HDI_H,NR,M,LU	1272 b	736 	706 	678 
Y30-34,EXT_FOR_HDI_H,NR,M,LV	2124 	2226 	2243 	2332 
Y30-34,EXT_FOR_HDI_H,NR,M,MT	794 	787 	602 	365 
Y30-34,EXT_FOR_HDI_H,NR,M,NL	18314 	17055 	16014 	15129 
Y30-34,EXT_FOR_HDI_H,NR,M,NO	6083 	5928 	5756 	5478 
Y30-34,EXT_FOR_HDI_H,NR,M,PL	9539 ep	9357 p	5587 p	4636 p
Y30-34,EXT_FOR_HDI_H,NR,M,PT	10369 	10546 	12643 	13082 
Y30-34,EXT_FOR_HDI_H,NR,M,RO	1887 	1404 	1071 	833 e
Y30-34,EXT_FOR_HDI_H,NR,M,SE	21937 	21359 	20924 	20152 
Y30-34,EXT_FOR_HDI_H,NR,M,SI	7627 	7630 	7199 	7131 
Y30-34,EXT_FOR_HDI_H,NR,M,SK	658 	614 	536 	532 
Y30-34,EXT_FOR_HDI_H,NR,M,UK	57730 	54979 	48063 	53794 
Y30-34,EXT_FOR_HDI_H,NR,T,AT	36471 	34835 	32582 	30797 
Y30-34,EXT_FOR_HDI_H,NR,T,BE	26862 	26156 	25629 	26201 
Y30-34,EXT_FOR_HDI_H,NR,T,BG	4091 	3819 	3543 	3437 
Y30-34,EXT_FOR_HDI_H,NR,T,CH	47022 	45362 	43726 	41646 
Y30-34,EXT_FOR_HDI_H,NR,T,CY	915 	1037 	1281 	2146 
Y30-34,EXT_FOR_HDI_H,NR,T,CZ	22166 	21098 	20851 	19998 
Y30-34,EXT_FOR_HDI_H,NR,T,DK	16186 	15920 	14972 	14116 
Y30-34,EXT_FOR_HDI_H,NR,T,EE	4637 	4636 	4673 b	4761 
Y30-34,EXT_FOR_HDI_H,NR,T,EL	17235 	18011 	19292 	74178 
Y30-34,EXT_FOR_HDI_H,NR,T,ES	180619 	186591 	199343 	218179 
Y30-34,EXT_FOR_HDI_H,NR,T,FI	12518 	11657 	11072 	10347 
Y30-34,EXT_FOR_HDI_H,NR,T,FR	174649 p	166834 p	168484 p	166304 
Y30-34,EXT_FOR_HDI_H,NR,T,HR	25827 	26277 	26398 	26427 
Y30-34,EXT_FOR_HDI_H,NR,T,HU	9276 	8543 	7470 	6555 
Y30-34,EXT_FOR_HDI_H,NR,T,IE	8315 	5449 	5117 	5219 
Y30-34,EXT_FOR_HDI_H,NR,T,IS	462 	423 	353 	365 
Y30-34,EXT_FOR_HDI_H,NR,T,IT	116301 e	117910 	119875 	184081 
Y30-34,EXT_FOR_HDI_H,NR,T,LI	169 	154 	133 	138 
Y30-34,EXT_FOR_HDI_H,NR,T,LT	2604 	2448 	3195 	3157 
Y30-34,EXT_FOR_HDI_H,NR,T,LU	2882 b	1793 	1722 	1656 
Y30-34,EXT_FOR_HDI_H,NR,T,LV	4309 	4601 	4595 	4789 
Y30-34,EXT_FOR_HDI_H,NR,T,MT	1449 	1349 	1051 	681 
Y30-34,EXT_FOR_HDI_H,NR,T,NL	39080 	36871 	34973 	33402 
Y30-34,EXT_FOR_HDI_H,NR,T,NO	13979 	13832 	13533 	12895 
Y30-34,EXT_FOR_HDI_H,NR,T,PL	17001 ep	16849 p	11642 p	10199 p
Y30-34,EXT_FOR_HDI_H,NR,T,PT	23563 	26758 	28214 	29803 
Y30-34,EXT_FOR_HDI_H,NR,T,RO	3099 	2299 	1754 	1481 e
Y30-34,EXT_FOR_HDI_H,NR,T,SE	44171 	43192 	42338 	40786 
Y30-34,EXT_FOR_HDI_H,NR,T,SI	11808 	11729 	10908 	10672 
Y30-34,EXT_FOR_HDI_H,NR,T,SK	1328 	1252 	1140 	1131 
Y30-34,EXT_FOR_HDI_H,NR,T,UK	125780 	112819 	103014 	109123 
Y30-34,EXT_FOR_HDI_L,NR,F,AT	3432 	2978 	2479 	2281 
Y30-34,EXT_FOR_HDI_L,NR,F,BE	15340 	14479 	14065 	13406 
Y30-34,EXT_FOR_HDI_L,NR,F,BG	70 	66 	71 	62 
